ID,Ticker,Title,Site,Source,Date,File Path
AMZN39,AMZN,Amazon Continues Investment in Nevada with Thousands of Jobs to Support Operations,https://finance.yahoo.com/news/amazon-continues-investment-nevada-thousands-130000751.html,Business Wire,2 months ago,/kellogg/proj/awc6034/Training/empirical_workshop_2021/5_validate/data/yahoo_scrape/AMZN/AMZN39.html
AMZN40,AMZN,"BlackBerry to Host Investor Fireside Chat to Discuss New Intelligent Vehicle Data Platform, BlackBerry IVY",https://finance.yahoo.com/news/blackberry-host-investor-fireside-chat-044900526.html,PR Newswire,2 months ago,/kellogg/proj/awc6034/Training/empirical_workshop_2021/5_validate/data/yahoo_scrape/AMZN/AMZN40.html
AMZN41,AMZN,AWS Announces Three New Analytics Capabilities,https://finance.yahoo.com/news/aws-announces-three-analytics-capabilities-190000225.html,Business Wire,2 months ago,/kellogg/proj/awc6034/Training/empirical_workshop_2021/5_validate/data/yahoo_scrape/AMZN/AMZN41.html
AMZN42,AMZN,"AWS Announces Five New Capabilities for Amazon Connect, Helping Customer Service Representatives Offer More Personalized, Efficient, and Effective Experiences for Customers—All Powered by AWS’s Industry-Leading Machine Learning Technology",https://finance.yahoo.com/news/aws-announces-five-capabilities-amazon-190000302.html,Business Wire,2 months ago,/kellogg/proj/awc6034/Training/empirical_workshop_2021/5_validate/data/yahoo_scrape/AMZN/AMZN42.html
AMZN43,AMZN,AWS Announces Four Storage Innovations,https://finance.yahoo.com/news/aws-announces-four-storage-innovations-190000751.html,Business Wire,2 months ago,/kellogg/proj/awc6034/Training/empirical_workshop_2021/5_validate/data/yahoo_scrape/AMZN/AMZN43.html
AMZN44,AMZN,AWS Announces Four New Container Capabilities,https://finance.yahoo.com/news/aws-announces-four-container-capabilities-190000152.html,Business Wire,2 months ago,/kellogg/proj/awc6034/Training/empirical_workshop_2021/5_validate/data/yahoo_scrape/AMZN/AMZN44.html
AMZN45,AMZN,"AWS Announces the Next Version of Amazon Aurora Serverless, a New Capability that Makes it Easier to Migrate from SQL Server to Amazon Aurora, and an Open Source Project to Help More Organizations Leave SQL Server for PostgreSQL",https://finance.yahoo.com/news/aws-announces-next-version-amazon-190000508.html,Business Wire,2 months ago,/kellogg/proj/awc6034/Training/empirical_workshop_2021/5_validate/data/yahoo_scrape/AMZN/AMZN45.html
AMZN46,AMZN,AWS Announces Amazon DevOps Guru,https://finance.yahoo.com/news/aws-announces-amazon-devops-guru-190000930.html,Business Wire,2 months ago,/kellogg/proj/awc6034/Training/empirical_workshop_2021/5_validate/data/yahoo_scrape/AMZN/AMZN46.html
AMZN47,AMZN,AWS Announces Five Industrial Machine Learning Services,https://finance.yahoo.com/news/aws-announces-five-industrial-machine-190000491.html,Business Wire,2 months ago,/kellogg/proj/awc6034/Training/empirical_workshop_2021/5_validate/data/yahoo_scrape/AMZN/AMZN47.html
AMZN48,AMZN,IMDb Announces the Top Stars and Top Breakout Stars of 2020 and Presents a STARmeter Award to Anya Chalotra,https://finance.yahoo.com/news/imdb-announces-top-stars-top-160000479.html,Business Wire,2 months ago,/kellogg/proj/awc6034/Training/empirical_workshop_2021/5_validate/data/yahoo_scrape/AMZN/AMZN48.html
AMZN49,AMZN,"AWS Announces Multiple New Compute Innovations, Including Five New Instance Types for Amazon EC2, Two New AWS Outposts SKUs, and Three New AWS Local Zones Locations Across the US",https://finance.yahoo.com/news/aws-announces-multiple-compute-innovations-155300549.html,Business Wire,2 months ago,/kellogg/proj/awc6034/Training/empirical_workshop_2021/5_validate/data/yahoo_scrape/AMZN/AMZN49.html
AMZN50,AMZN,Boom Supersonic Goes All-In on AWS,https://finance.yahoo.com/news/boom-supersonic-goes-aws-153000567.html,Business Wire,2 months ago,/kellogg/proj/awc6034/Training/empirical_workshop_2021/5_validate/data/yahoo_scrape/AMZN/AMZN50.html
AMZN51,AMZN,AWS and BlackBerry Join Forces to Accelerate Innovation with New Intelligent Vehicle Data Platform,https://finance.yahoo.com/news/aws-blackberry-join-forces-accelerate-130000988.html,Business Wire,2 months ago,/kellogg/proj/awc6034/Training/empirical_workshop_2021/5_validate/data/yahoo_scrape/AMZN/AMZN51.html
AMZN52,AMZN,AWS Announces Mac Instances for Amazon EC2,https://finance.yahoo.com/news/aws-announces-mac-instances-amazon-043500278.html,Business Wire,2 months ago,/kellogg/proj/awc6034/Training/empirical_workshop_2021/5_validate/data/yahoo_scrape/AMZN/AMZN52.html
AMZN53,AMZN,AWS and Zoom Extend Strategic Relationship,https://finance.yahoo.com/news/aws-zoom-extend-strategic-relationship-000000265.html,Business Wire,2 months ago,/kellogg/proj/awc6034/Training/empirical_workshop_2021/5_validate/data/yahoo_scrape/AMZN/AMZN53.html
AMZN54,AMZN,Itaú Unibanco Selects AWS as Its Long-Term Strategic Cloud Provider to Accelerate Digital Transformation,https://finance.yahoo.com/news/ita-unibanco-selects-aws-long-080100011.html,Business Wire,2 months ago,/kellogg/proj/awc6034/Training/empirical_workshop_2021/5_validate/data/yahoo_scrape/AMZN/AMZN54.html
AMZN55,AMZN,Amazon Canada's First SMB Impact Report Highlights Success for Small and Medium-Sized Businesses; Canadian Sellers Grossed more than $2 Billion on Amazon's Stores Around the World,https://finance.yahoo.com/news/arria-nlg-introduces-microsoft-excel-141100344.html,CNW Group,2 months ago,/kellogg/proj/awc6034/Training/empirical_workshop_2021/5_validate/data/yahoo_scrape/AMZN/AMZN55.html
AMZN56,AMZN,Amazon Launches IP Accelerator in Europe to Help Small Businesses Protect Their Brands and Tackle Counterfeit,https://finance.yahoo.com/news/amazon-launches-ip-accelerator-europe-113600089.html,Business Wire,2 months ago,/kellogg/proj/awc6034/Training/empirical_workshop_2021/5_validate/data/yahoo_scrape/AMZN/AMZN56.html
AMZN57,AMZN,AWS Announces General Availability of Amazon Managed Workflows for Apache Airflow,https://finance.yahoo.com/news/aws-announces-general-availability-amazon-205300419.html,Business Wire,2 months ago,/kellogg/proj/awc6034/Training/empirical_workshop_2021/5_validate/data/yahoo_scrape/AMZN/AMZN57.html
AMZN58,AMZN,"IPR Center, Amazon Launch ‘Operation Fulfilled Action’ to Stop Counterfeits",https://finance.yahoo.com/news/ipr-center-amazon-launch-operation-130000852.html,Business Wire,2 months ago,/kellogg/proj/awc6034/Training/empirical_workshop_2021/5_validate/data/yahoo_scrape/AMZN/AMZN58.html
AMZN59,AMZN,Zalando Selects AWS as Its Preferred Cloud Provider,https://finance.yahoo.com/news/zalando-selects-aws-preferred-cloud-080100261.html,Business Wire,2 months ago,/kellogg/proj/awc6034/Training/empirical_workshop_2021/5_validate/data/yahoo_scrape/AMZN/AMZN59.html
AMZN60,AMZN,Mercado Libre Selects AWS as Its Primary Cloud Provider to Accelerate Growth and Transformation into a Data-Driven Company,https://finance.yahoo.com/news/mercado-libre-selects-aws-primary-080100525.html,Business Wire,2 months ago,/kellogg/proj/awc6034/Training/empirical_workshop_2021/5_validate/data/yahoo_scrape/AMZN/AMZN60.html
AMZN61,AMZN,"Miley Cyrus Kicks Off ""Amazon Music Holiday Plays"": A Weekly Concert Experience Featuring Performances and Whimsical Pageantry, December 1, in her First Performance Since the Release of New Album, Plastic Hearts",https://finance.yahoo.com/news/miley-cyrus-kicks-off-amazon-140500467.html,Business Wire,3 months ago,/kellogg/proj/awc6034/Training/empirical_workshop_2021/5_validate/data/yahoo_scrape/AMZN/AMZN61.html
AMZN62,AMZN,"Amazon's Sneak Peek to Cyber Monday is Here--A Weekend to Shop, Save and Score Even More Holiday Deals",https://finance.yahoo.com/news/david-brereton-disposes-tecsys-shares-011900862.html,CNW Group,3 months ago,/kellogg/proj/awc6034/Training/empirical_workshop_2021/5_validate/data/yahoo_scrape/AMZN/AMZN62.html
AMZN63,AMZN,Amazon’s Sneak Peek to Cyber Monday is Here—A Weekend to Shop and Score Even More Last Minute Holiday Deals,https://finance.yahoo.com/news/amazon-sneak-peek-cyber-monday-140000436.html,Business Wire,3 months ago,/kellogg/proj/awc6034/Training/empirical_workshop_2021/5_validate/data/yahoo_scrape/AMZN/AMZN63.html
AMZN64,AMZN,"Amazon Offers New Ways to Track, Receive and Pick Up Holiday Orders to Keep this Holiday Season ""Spoiler Free""",https://finance.yahoo.com/news/amazon-offers-ways-track-receive-080100650.html,Business Wire,3 months ago,/kellogg/proj/awc6034/Training/empirical_workshop_2021/5_validate/data/yahoo_scrape/AMZN/AMZN64.html
AMZN65,AMZN,Amazon Announces 2020’s Best Books of the Year,https://finance.yahoo.com/news/amazon-announces-2020-best-books-140000124.html,Business Wire,3 months ago,/kellogg/proj/awc6034/Training/empirical_workshop_2021/5_validate/data/yahoo_scrape/AMZN/AMZN65.html
AMZN66,AMZN,Amazon and Global Optimism Welcome Henkel and Signify to The Climate Pledge,https://finance.yahoo.com/news/amazon-global-optimism-welcome-henkel-080100692.html,Business Wire,3 months ago,/kellogg/proj/awc6034/Training/empirical_workshop_2021/5_validate/data/yahoo_scrape/AMZN/AMZN66.html
AMZN67,AMZN,AWS Announces General Availability of AWS Network Firewall,https://finance.yahoo.com/news/aws-announces-general-availability-aws-011700381.html,Business Wire,3 months ago,/kellogg/proj/awc6034/Training/empirical_workshop_2021/5_validate/data/yahoo_scrape/AMZN/AMZN67.html
AMZN68,AMZN,Introducing Amazon Pharmacy: Prescription Medications Delivered,https://finance.yahoo.com/news/introducing-amazon-pharmacy-prescription-medications-110000316.html,Business Wire,3 months ago,/kellogg/proj/awc6034/Training/empirical_workshop_2021/5_validate/data/yahoo_scrape/AMZN/AMZN68.html
AMZN69,AMZN,"Amazon Named ""Low Price Leader"" in New Study",https://finance.yahoo.com/news/amazon-named-low-price-leader-083000210.html,Business Wire,3 months ago,/kellogg/proj/awc6034/Training/empirical_workshop_2021/5_validate/data/yahoo_scrape/AMZN/AMZN69.html
AMZN70,AMZN,"Amazon Black Friday Deals Week Starts Friday, November 20—Score Epic Deals While They Last!",https://finance.yahoo.com/news/amazon-black-friday-deals-week-140000330.html,Business Wire,3 months ago,/kellogg/proj/awc6034/Training/empirical_workshop_2021/5_validate/data/yahoo_scrape/AMZN/AMZN70.html
AMZN71,AMZN,"Amazon Announces New, State-of-the-Art Fulfillment Center to be Built in Mississippi",https://finance.yahoo.com/news/amazon-announces-state-art-fulfillment-160000069.html,Business Wire,3 months ago,/kellogg/proj/awc6034/Training/empirical_workshop_2021/5_validate/data/yahoo_scrape/AMZN/AMZN71.html
AMZN72,AMZN,Amazon Files Lawsuit Against Counterfeiters Using Social Media to Promote Sales,https://finance.yahoo.com/news/amazon-files-lawsuit-against-counterfeiters-140000558.html,Business Wire,3 months ago,/kellogg/proj/awc6034/Training/empirical_workshop_2021/5_validate/data/yahoo_scrape/AMZN/AMZN72.html
AMZN73,AMZN,"Amazon Music Kicks Off the Holidays with New Amazon Original Songs from Justin Bieber, Mary J. Blige, José Feliciano, Carrie Underwood and More",https://finance.yahoo.com/news/amazon-music-kicks-off-holidays-140000087.html,Business Wire,3 months ago,/kellogg/proj/awc6034/Training/empirical_workshop_2021/5_validate/data/yahoo_scrape/AMZN/AMZN73.html
AMZN74,AMZN,"Amazon In-Garage Delivery Expands to Millions More Prime Members in Over 4,000 Cities",https://finance.yahoo.com/news/amazon-garage-delivery-expands-millions-140000404.html,Business Wire,3 months ago,/kellogg/proj/awc6034/Training/empirical_workshop_2021/5_validate/data/yahoo_scrape/AMZN/AMZN74.html
AMZN75,AMZN,AWS Announces AWS Glue DataBrew,https://finance.yahoo.com/news/aws-announces-aws-glue-databrew-211900886.html,Business Wire,3 months ago,/kellogg/proj/awc6034/Training/empirical_workshop_2021/5_validate/data/yahoo_scrape/AMZN/AMZN75.html
AMZN76,AMZN,AWS Announces Plans to Launch a Second Region in India,https://finance.yahoo.com/news/aws-announces-plans-launch-second-052400564.html,Business Wire,3 months ago,/kellogg/proj/awc6034/Training/empirical_workshop_2021/5_validate/data/yahoo_scrape/AMZN/AMZN76.html
AMZN77,AMZN,"Amazon Announces First Fulfillment Center in Republic, Missouri",https://finance.yahoo.com/news/amazon-announces-first-fulfillment-center-170000605.html,Business Wire,3 months ago,/kellogg/proj/awc6034/Training/empirical_workshop_2021/5_validate/data/yahoo_scrape/AMZN/AMZN77.html
AMZN78,AMZN,The $5 Trillion Transportation Industry Is Going Green,https://finance.yahoo.com/news/5-trillion-transportation-industry-going-161500821.html,PR Newswire,3 months ago,/kellogg/proj/awc6034/Training/empirical_workshop_2021/5_validate/data/yahoo_scrape/AMZN/AMZN78.html
AMZN79,AMZN,AWS Announces General Availability of Amazon EC2 P4d Instances with EC2 UltraClusters Capability,https://finance.yahoo.com/news/aws-announces-general-availability-amazon-220000464.html,Business Wire,3 months ago,/kellogg/proj/awc6034/Training/empirical_workshop_2021/5_validate/data/yahoo_scrape/AMZN/AMZN79.html
AMZN80,AMZN,AWS to Open Data Centers in Switzerland,https://finance.yahoo.com/news/aws-open-data-centers-switzerland-073700299.html,Business Wire,3 months ago,/kellogg/proj/awc6034/Training/empirical_workshop_2021/5_validate/data/yahoo_scrape/AMZN/AMZN80.html
AMZN81,AMZN,Amazon Announces First Fulfillment Center in North Dakota,https://finance.yahoo.com/news/amazon-announces-first-fulfillment-center-154500211.html,Business Wire,3 months ago,/kellogg/proj/awc6034/Training/empirical_workshop_2021/5_validate/data/yahoo_scrape/AMZN/AMZN81.html
AMZN82,AMZN,Amazon.com Announces Third Quarter Results,https://finance.yahoo.com/news/amazon-com-announces-third-quarter-200100525.html,Business Wire,3 months ago,/kellogg/proj/awc6034/Training/empirical_workshop_2021/5_validate/data/yahoo_scrape/AMZN/AMZN82.html
AMZN83,AMZN,Amazon Studios Teams up With Homeboy Industries to Provide Meals to Los Angeles Poll Workers on Election Day,https://finance.yahoo.com/news/amazon-studios-teams-homeboy-industries-160000366.html,Business Wire,3 months ago,/kellogg/proj/awc6034/Training/empirical_workshop_2021/5_validate/data/yahoo_scrape/AMZN/AMZN83.html
AMZN84,AMZN,AWS Announces General Availability of Nitro Enclaves,https://finance.yahoo.com/news/aws-announces-general-availability-nitro-232500572.html,Business Wire,3 months ago,/kellogg/proj/awc6034/Training/empirical_workshop_2021/5_validate/data/yahoo_scrape/AMZN/AMZN84.html
AMZN85,AMZN,Amazon Announces First Fulfillment Center in Nebraska,https://finance.yahoo.com/news/amazon-announces-first-fulfillment-center-204500409.html,Business Wire,3 months ago,/kellogg/proj/awc6034/Training/empirical_workshop_2021/5_validate/data/yahoo_scrape/AMZN/AMZN85.html
AMZN86,AMZN,"Amazon Promotes Over 35,000 Employees Across North America Operations Network This Year, Opens 100,000 New Seasonal Jobs Heading Into the Holidays",https://finance.yahoo.com/news/amazon-promotes-over-35-000-122200450.html,Business Wire,3 months ago,/kellogg/proj/awc6034/Training/empirical_workshop_2021/5_validate/data/yahoo_scrape/AMZN/AMZN86.html
AMZN87,AMZN,"Amazon Announces First Fulfillment Center in Waco, TX",https://finance.yahoo.com/news/amazon-announces-first-fulfillment-center-194000619.html,Business Wire,4 months ago,/kellogg/proj/awc6034/Training/empirical_workshop_2021/5_validate/data/yahoo_scrape/AMZN/AMZN87.html
AMZN88,AMZN,Amazon and small business J.L. Childress File Joint Lawsuit against Counterfeiters,https://finance.yahoo.com/news/amazon-small-business-j-l-110000914.html,Business Wire,4 months ago,/kellogg/proj/awc6034/Training/empirical_workshop_2021/5_validate/data/yahoo_scrape/AMZN/AMZN88.html
AMZN89,AMZN,Amazon Donates Millions of Items to More Than One Thousand Charities Worldwide this Holiday Season,https://finance.yahoo.com/news/amazon-donates-millions-items-more-050000940.html,Business Wire,4 months ago,/kellogg/proj/awc6034/Training/empirical_workshop_2021/5_validate/data/yahoo_scrape/AMZN/AMZN89.html
AMZN90,AMZN,Amazon Announces Two New Fulfillment Centers in Kansas,https://finance.yahoo.com/news/amazon-announces-two-fulfillment-centers-154000123.html,Business Wire,4 months ago,/kellogg/proj/awc6034/Training/empirical_workshop_2021/5_validate/data/yahoo_scrape/AMZN/AMZN90.html
AMZN91,AMZN,"Shop Now, Save Now—Amazon’s Holiday Dash Event Starts Today with Black Friday-Worthy Deals Dropping Daily",https://finance.yahoo.com/news/shop-now-save-now-amazon-070000165.html,Business Wire,4 months ago,/kellogg/proj/awc6034/Training/empirical_workshop_2021/5_validate/data/yahoo_scrape/AMZN/AMZN91.html
AMZN92,AMZN,Amazon.com to Webcast Third Quarter 2020 Financial Results Conference Call,https://finance.yahoo.com/news/amazon-com-webcast-third-quarter-200100906.html,Business Wire,4 months ago,/kellogg/proj/awc6034/Training/empirical_workshop_2021/5_validate/data/yahoo_scrape/AMZN/AMZN92.html
AMZN93,AMZN,Amazon Prime Day 2020 Marked the Two Biggest Days Ever for Small & Medium Businesses in Amazon’s Stores Worldwide,https://finance.yahoo.com/news/amazon-prime-day-2020-marked-144000586.html,Business Wire,4 months ago,/kellogg/proj/awc6034/Training/empirical_workshop_2021/5_validate/data/yahoo_scrape/AMZN/AMZN93.html
AMZN94,AMZN,"Amazon Music Releases ""The First One"" Podcast with DJ Khaled",https://finance.yahoo.com/news/amazon-music-releases-first-one-130000749.html,Business Wire,4 months ago,/kellogg/proj/awc6034/Training/empirical_workshop_2021/5_validate/data/yahoo_scrape/AMZN/AMZN94.html
AMZN95,AMZN,Prime Day Deals Revealed! Jumpstart Your Holiday Shopping on October 13 & 14,https://finance.yahoo.com/news/prime-day-deals-revealed-jumpstart-050000261.html,Business Wire,4 months ago,/kellogg/proj/awc6034/Training/empirical_workshop_2021/5_validate/data/yahoo_scrape/AMZN/AMZN95.html
AMZN96,AMZN,"Carrier and AWS Collaborate to Transform How Food, Medicine, Vaccines, and Other Perishable Goods Are Moved and Monitored Globally",https://finance.yahoo.com/news/carrier-aws-collaborate-transform-food-105500215.html,Business Wire,4 months ago,/kellogg/proj/awc6034/Training/empirical_workshop_2021/5_validate/data/yahoo_scrape/AMZN/AMZN96.html
AMZN97,AMZN,"Amazon Launches Innovative ""Right Now Needs Fund"" to Help Remove Barriers to Learning for Thousands of Students In Need Across 59 Northern Virginia Schools Amid COVID-19",https://finance.yahoo.com/news/amazon-launches-innovative-now-needs-100000255.html,Business Wire,4 months ago,/kellogg/proj/awc6034/Training/empirical_workshop_2021/5_validate/data/yahoo_scrape/AMZN/AMZN97.html
AMZN98,AMZN,Introducing eero for Service Providers,https://finance.yahoo.com/news/introducing-eero-providers-150000603.html,Business Wire,4 months ago,/kellogg/proj/awc6034/Training/empirical_workshop_2021/5_validate/data/yahoo_scrape/AMZN/AMZN98.html
AMZN99,AMZN,Fired Amazon Employee Arrested After Amazon Reported Him to Federal Bureau of Investigation,https://finance.yahoo.com/news/fired-amazon-employee-arrested-amazon-162400459.html,Business Wire,4 months ago,/kellogg/proj/awc6034/Training/empirical_workshop_2021/5_validate/data/yahoo_scrape/AMZN/AMZN99.html
AMZN100,AMZN,"More Games, More Talent, and More Control for Fans—Amazon Delivers the Future of Football with TNF on Prime Video",https://finance.yahoo.com/news/more-games-more-talent-more-140000197.html,Business Wire,4 months ago,/kellogg/proj/awc6034/Training/empirical_workshop_2021/5_validate/data/yahoo_scrape/AMZN/AMZN100.html
AMZN101,AMZN,Amazon Music Partners with Universal Music Group and Warner Music Group to Exclusively Remaster and Deliver Thousands of Songs and Albums at the Highest Quality Streaming Audio Available,https://finance.yahoo.com/news/amazon-music-partners-universal-music-140000222.html,Business Wire,4 months ago,/kellogg/proj/awc6034/Training/empirical_workshop_2021/5_validate/data/yahoo_scrape/AMZN/AMZN101.html
AMZN102,AMZN,"Amazon Expands Support to Address Immediate Needs – Including Shelter, Food and Basic Necessities – for Students In Need Across 133 Schools in Puget Sound Region Amid COVID-19",https://finance.yahoo.com/news/amazon-expands-support-address-immediate-130000117.html,Business Wire,4 months ago,/kellogg/proj/awc6034/Training/empirical_workshop_2021/5_validate/data/yahoo_scrape/AMZN/AMZN102.html
AMZN103,AMZN,AWS Announces General Availability of Amazon Timestream,https://finance.yahoo.com/news/aws-announces-general-availability-amazon-231500523.html,Business Wire,4 months ago,/kellogg/proj/awc6034/Training/empirical_workshop_2021/5_validate/data/yahoo_scrape/AMZN/AMZN103.html
AMZN104,AMZN,"Amazon Transparency Launches in Japan, Australia",https://finance.yahoo.com/news/amazon-transparency-launches-japan-australia-230000879.html,Business Wire,4 months ago,/kellogg/proj/awc6034/Training/empirical_workshop_2021/5_validate/data/yahoo_scrape/AMZN/AMZN104.html
AMZN105,AMZN,Amazon Surpasses $215 Million in Donations to Charities Through AmazonSmile,https://finance.yahoo.com/news/amazon-surpasses-215-million-donations-130000792.html,Business Wire,4 months ago,/kellogg/proj/awc6034/Training/empirical_workshop_2021/5_validate/data/yahoo_scrape/AMZN/AMZN105.html
AMZN106,AMZN,"Amazon Announces Plans to Create 3,500 Jobs at Vancouver and Toronto Tech Hubs",https://finance.yahoo.com/news/amazon-announces-plans-create-3-070100335.html,CNW Group,4 months ago,/kellogg/proj/awc6034/Training/empirical_workshop_2021/5_validate/data/yahoo_scrape/AMZN/AMZN106.html
AMZN107,AMZN,Mark Your Calendars! Prime Day Is Here in Time for the Holidays on October 13 & 14,https://finance.yahoo.com/news/mark-calendars-prime-day-time-050000179.html,Business Wire,4 months ago,/kellogg/proj/awc6034/Training/empirical_workshop_2021/5_validate/data/yahoo_scrape/AMZN/AMZN107.html
AMZN108,AMZN,Wi-Fi 6 Is Here—Amazon Introduces All-New eero 6 Series Mesh Wifi Systems Starting at $129,https://finance.yahoo.com/news/wi-fi-6-amazon-introduces-175000567.html,Business Wire,5 months ago,/kellogg/proj/awc6034/Training/empirical_workshop_2021/5_validate/data/yahoo_scrape/AMZN/AMZN108.html
AMZN109,AMZN,"Amazon Announces Next-Generation Fire TV Stick, Fire TV Stick Lite, and Redesigned User Experience",https://finance.yahoo.com/news/amazon-announces-next-generation-fire-175000022.html,Business Wire,5 months ago,/kellogg/proj/awc6034/Training/empirical_workshop_2021/5_validate/data/yahoo_scrape/AMZN/AMZN109.html
AMZN110,AMZN,Introducing Luna—Amazon’s New Cloud Gaming Service Where it’s Easy to Play on the Devices You Already Own,https://finance.yahoo.com/news/introducing-luna-amazon-cloud-gaming-174900150.html,Business Wire,5 months ago,/kellogg/proj/awc6034/Training/empirical_workshop_2021/5_validate/data/yahoo_scrape/AMZN/AMZN110.html
AMZN111,AMZN,"Introducing the All-New Echo Family—Reimagined, Inside and Out",https://finance.yahoo.com/news/introducing-echo-family-reimagined-inside-174900433.html,Business Wire,5 months ago,/kellogg/proj/awc6034/Training/empirical_workshop_2021/5_validate/data/yahoo_scrape/AMZN/AMZN111.html
AMZN112,AMZN,Howard University and Amazon Studios Announce Continuation of Howard Entertainment Program,https://finance.yahoo.com/news/howard-university-amazon-studios-announce-161100675.html,Business Wire,5 months ago,/kellogg/proj/awc6034/Training/empirical_workshop_2021/5_validate/data/yahoo_scrape/AMZN/AMZN112.html
AMZN113,AMZN,"Best Buy, McKinstry, Real Betis, Schneider Electric, and Siemens Sign The Climate Pledge",https://finance.yahoo.com/news/best-buy-mckinstry-real-betis-100000148.html,Business Wire,5 months ago,/kellogg/proj/awc6034/Training/empirical_workshop_2021/5_validate/data/yahoo_scrape/AMZN/AMZN113.html
AMZN114,AMZN,Amazon Launches ‘Climate Pledge Friendly’ to Make It Easier for Customers to Discover and Shop for Sustainable Products,https://finance.yahoo.com/news/amazon-launches-climate-pledge-friendly-120000083.html,Business Wire,5 months ago,/kellogg/proj/awc6034/Training/empirical_workshop_2021/5_validate/data/yahoo_scrape/AMZN/AMZN114.html
AMZN115,AMZN,"Amazon Supports Department of Justice’s Prosecution of Six Defendants Charged with Fraud, Among Others",https://finance.yahoo.com/news/amazon-supports-department-justice-prosecution-183500801.html,Business Wire,5 months ago,/kellogg/proj/awc6034/Training/empirical_workshop_2021/5_validate/data/yahoo_scrape/AMZN/AMZN115.html
AMZN116,AMZN,Amazon Announces First Recipients of Investments from $2 Billion Climate Pledge Fund,https://finance.yahoo.com/news/amazon-announces-first-recipients-investments-121800648.html,Business Wire,5 months ago,/kellogg/proj/awc6034/Training/empirical_workshop_2021/5_validate/data/yahoo_scrape/AMZN/AMZN116.html
AMZN117,AMZN,"Amazon Career Day 2020 – More Than 300,000 People Attended the Event and Over 380,000 Applied for a Job at Amazon",https://finance.yahoo.com/news/amazon-career-day-2020-more-103000199.html,Business Wire,5 months ago,/kellogg/proj/awc6034/Training/empirical_workshop_2021/5_validate/data/yahoo_scrape/AMZN/AMZN117.html
AMZN118,AMZN,"IMDb Announces That Scene With Dan Patrick — New Weekly Podcast Features Celebrities Breaking Down Their Most Iconic Scenes, Exclusively on Amazon Music",https://finance.yahoo.com/news/imdb-announces-scene-dan-patrick-140000909.html,Business Wire,5 months ago,/kellogg/proj/awc6034/Training/empirical_workshop_2021/5_validate/data/yahoo_scrape/AMZN/AMZN118.html
AMZN119,AMZN,"Amazon Music Launches Podcasts for Customers Across the U.S., U.K., Germany and Japan",https://finance.yahoo.com/news/amazon-music-launches-podcasts-customers-130000185.html,Business Wire,5 months ago,/kellogg/proj/awc6034/Training/empirical_workshop_2021/5_validate/data/yahoo_scrape/AMZN/AMZN119.html
AMZN120,AMZN,Arçelik Chooses AWS to Transform its Appliance Manufacturing Business into a Data-Driven Organization,https://finance.yahoo.com/news/ar-elik-chooses-aws-transform-070000064.html,Business Wire,5 months ago,/kellogg/proj/awc6034/Training/empirical_workshop_2021/5_validate/data/yahoo_scrape/AMZN/AMZN120.html
AMZN121,AMZN,ReFrame TV Stamp Awardees Up by 57% From the 2018-19 Season,https://finance.yahoo.com/news/reframe-tv-stamp-awardees-57-160000868.html,Business Wire,5 months ago,/kellogg/proj/awc6034/Training/empirical_workshop_2021/5_validate/data/yahoo_scrape/AMZN/AMZN121.html
AMZN122,AMZN,"Amazon Announces New Shopping Experience, ""Luxury Stores""",https://finance.yahoo.com/news/amazon-announces-shopping-experience-luxury-110000205.html,Business Wire,5 months ago,/kellogg/proj/awc6034/Training/empirical_workshop_2021/5_validate/data/yahoo_scrape/AMZN/AMZN122.html
AMZN123,AMZN,"Amazon to Provide Computer Science Education for More Than 550,000 K-12 Students Annually Across More Than 5,000 Schools Nationwide Amid COVID-19 Pandemic",https://finance.yahoo.com/news/amazon-computer-science-education-more-100000023.html,Business Wire,5 months ago,/kellogg/proj/awc6034/Training/empirical_workshop_2021/5_validate/data/yahoo_scrape/AMZN/AMZN123.html
AMZN124,AMZN,Box Office Mojo by IMDbPro Delivers Data for CNN Business’s COVID-19 Economic Recovery Dashboard,https://finance.yahoo.com/news/box-office-mojo-imdbpro-delivers-160000223.html,Business Wire,5 months ago,/kellogg/proj/awc6034/Training/empirical_workshop_2021/5_validate/data/yahoo_scrape/AMZN/AMZN124.html
AMZN125,AMZN,"Creating More Job Opportunities: Amazon Hiring 100,000 New Full- and Part-Time Employees Across the U.S. and Canada",https://finance.yahoo.com/news/creating-more-job-opportunities-amazon-070100772.html,Business Wire,5 months ago,/kellogg/proj/awc6034/Training/empirical_workshop_2021/5_validate/data/yahoo_scrape/AMZN/AMZN125.html
AMZN126,AMZN,Amazon’s Beaumont fulfillment center is now open for business,https://finance.yahoo.com/news/amazon-beaumont-fulfillment-center-now-160000158.html,Business Wire,5 months ago,/kellogg/proj/awc6034/Training/empirical_workshop_2021/5_validate/data/yahoo_scrape/AMZN/AMZN126.html
AMZN127,AMZN,AWS and the National Football League Announce New Next Gen Stats Powered by AWS for the 2020 Season,https://finance.yahoo.com/news/aws-national-football-league-announce-130000769.html,Business Wire,5 months ago,/kellogg/proj/awc6034/Training/empirical_workshop_2021/5_validate/data/yahoo_scrape/AMZN/AMZN127.html
